[LOAD] No existing SBERT features found in data/sbert_depth1. Computing from scratch...               
-> data/toys_games.json.gz already exists. Skipping download.                                         
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable highe
r rate limits and faster downloads.                                                                   
Loading weights: 100%|████████████████████████████████████████████| 103/103 [00:00<00:00, 3744.49it/s]
                                                                                                      
[ENCODE] SBERT encoding 317329 documents...                                                           
Batches: 100%|████████████████████████████████████████████████████| 1240/1240 [04:28<00:00,  4.61it/s]
[ENCODE] SBERT done in 270.75s -> matrix (317329, 384)                                                
                                                                                                      
[SAVE] SBERT matrix: (317329, 384) -> data/sbert_depth1                                               
[SAVE] Split indices: train=222130, test=95199 -> data/sbert_depth1                                   
                                                                                                      
[LOAD] Loading split indices from data/sbert_depth1                                                   
                                                                                                      
[TRAINING] Starting MLP training on SBERT features using device: cuda                                 
                                                                                                      
[DATA INFO] 18 classes.                                                                               
['Action Figures & Statues' 'Arts & Crafts' 'Baby & Toddler Toys'                                     
 'Building Toys' 'Dolls & Accessories' 'Dress Up & Pretend Play'                                      
 'Electronics for Kids' 'Games' 'Grown-Up Toys' 'Hobbies'                                             
 'Learning & Education' 'Novelty & Gag Toys' 'Party Supplies' 'Puzzles'                               
 'Sports & Outdoor Play' 'Stuffed Animals & Plush'                                                    
 'Toy Remote Control & Play Vehicles' 'Tricycles, Scooters & Wagons']                                 
                                                                                                      
[DATA SPLIT] Train: 222130 samples, Val: 47599 samples, Test: 47600 samples 
[EPOCH 132] train_loss=0.9830 val_loss=0.9363 val_acc=0.7305 epoch_time=0.04s total=4.69s *           
[EPOCH 133] train_loss=0.9824 val_loss=0.9361 val_acc=0.7304 epoch_time=0.04s total=4.73s *           
[EPOCH 134] train_loss=0.9816 val_loss=0.9358 val_acc=0.7300 epoch_time=0.04s total=4.76s *           
[EPOCH 135] train_loss=0.9817 val_loss=0.9354 val_acc=0.7308 epoch_time=0.04s total=4.80s *           
[EPOCH 136] train_loss=0.9825 val_loss=0.9356 val_acc=0.7300 epoch_time=0.04s total=4.83s             
[EPOCH 137] train_loss=0.9815 val_loss=0.9352 val_acc=0.7306 epoch_time=0.04s total=4.87s *           
[EPOCH 138] train_loss=0.9816 val_loss=0.9350 val_acc=0.7302 epoch_time=0.04s total=4.90s *           
[EPOCH 139] train_loss=0.9804 val_loss=0.9346 val_acc=0.7305 epoch_time=0.04s total=4.94s *           
[EPOCH 140] train_loss=0.9810 val_loss=0.9343 val_acc=0.7307 epoch_time=0.04s total=4.97s *           
[EPOCH 141] train_loss=0.9804 val_loss=0.9344 val_acc=0.7305 epoch_time=0.04s total=5.01s             
[EPOCH 142] train_loss=0.9801 val_loss=0.9342 val_acc=0.7309 epoch_time=0.04s total=5.05s             
[EPOCH 143] train_loss=0.9817 val_loss=0.9346 val_acc=0.7308 epoch_time=0.04s total=5.08s             
[EPOCH 144] train_loss=0.9811 val_loss=0.9346 val_acc=0.7305 epoch_time=0.04s total=5.12s             
[EPOCH 145] train_loss=0.9794 val_loss=0.9340 val_acc=0.7308 epoch_time=0.04s total=5.15s *           
[EPOCH 146] train_loss=0.9793 val_loss=0.9334 val_acc=0.7310 epoch_time=0.04s total=5.19s *           
[EPOCH 147] train_loss=0.9790 val_loss=0.9331 val_acc=0.7309 epoch_time=0.04s total=5.22s *           
[EPOCH 148] train_loss=0.9799 val_loss=0.9331 val_acc=0.7308 epoch_time=0.04s total=5.26s             
[EPOCH 149] train_loss=0.9798 val_loss=0.9332 val_acc=0.7309 epoch_time=0.04s total=5.29s             
[EPOCH 150] train_loss=0.9790 val_loss=0.9330 val_acc=0.7312 epoch_time=0.04s total=5.33s             
[EPOCH 151] train_loss=0.9784 val_loss=0.9329 val_acc=0.7311 epoch_time=0.04s total=5.36s *           
[EPOCH 152] train_loss=0.9792 val_loss=0.9329 val_acc=0.7312 epoch_time=0.04s total=5.40s             
[EPOCH 153] train_loss=0.9793 val_loss=0.9325 val_acc=0.7314 epoch_time=0.04s total=5.44s *           
[EPOCH 154] train_loss=0.9783 val_loss=0.9320 val_acc=0.7314 epoch_time=0.04s total=5.47s *           
[EPOCH 155] train_loss=0.9778 val_loss=0.9319 val_acc=0.7316 epoch_time=0.04s total=5.51s             
[EPOCH 156] train_loss=0.9776 val_loss=0.9317 val_acc=0.7317 epoch_time=0.04s total=5.54s *           
[EPOCH 157] train_loss=0.9775 val_loss=0.9317 val_acc=0.7316 epoch_time=0.03s total=5.58s             
